sentiment,comment
negative,"Bạn ra chợ nhìn thấy hàng bán táo rất ngon . Bạn rất thèm và muốn ăn nó ngay_lập_tức . Nhưng muốn ăn thì_phải bạn phải mua đã chứ . Bà bán táo biết bạn không_thể kìm chế được rồi mới hét 50 ₫ 1 quả , trong khi bả mua_gom ở chợ có 10 ₫ 1 quả . Hôm_sau bạn lại ra chợ . Bạn thấy hàng bán sung . Chả có gì hấp_dẫn cả . Sung xanh_lè lè ăn vào chát_xít . Muốn ăn có_khi phải muối , phải ăn kèm . Bà bán sung mời mãi bạn mới chịu vào xem . Thấy vậy bà ý chỉ bán giá rẻ gọi_là có tý công_lao cất hàng mang ra chợ . Ngon hay không là do người thưởng_thức , đâu phải do người mua .
"
negative,"quả này lại bị iphone móc_túi nữa rồi , 16 G giờ chỉ để nghe với gọi
"
positive,"Đồng_hồ đẹp , Chúc_mừng bác ra nhập hội "" ham_hố "" )  
"
neutral,"MB2 và dt kết_nối với nhau qua bluetooth , khoảng_cách bao_xa thì do chính thằng bluetooth đó quyết_định . Như của tui tui để dt trong nhà ra cửa nói_chuyện với thằng bạn khoảng_cách tầm 10 mét gì đó nó vẫn thông_báo dc .
"
neutral,"Cho ổng Photoshop hoặc Game một lúc là ổng quăng ngay ấy mà , không_chừng còn chửi thêm "" điên_rồ "" , "" dở_hơi cám lợn ""  
"
neutral,"Đc chứ , vì dữ_liệu hoạt_động lưu hết trong cái vòng , khi nào kết_nối với đt qua Răng xanh thì mới đc đồng_bộ vào  
"
positive,"Tivi Hàn thì chọn SS ... . nếu so_sánh 2sp cùng phân khúc mới thấy SS đag tiền hơn LG . Hình_ảnh ko nói vì mỗi hãng có 1 cộng_nghệ , thuật_toán riêng nhưng về cấu_trúc thiết_kế , vật_liệu thiết_kế thì SS lúc_nào cũng chu_đáo hơn !
"
positive,"cái giá đẹp thế !  
"
negative,"﻿dùng sim ghép thì không dùng đc 3g.mất sóng thì tháo sim ra mồi sóng , nói_chung quá củ chuối . trước em đã từng dùng con sharp_006sh trải qua sự khó_chịu đó rồi , tháo ra tháo vào liên_tục luôn . nó mà ngon được như sim ghép cho iphone thì lại ngon  
"
negative,"nói_chung là ... ghê quá ...
"
negative,"Thật_sự thì ... hết ý_tưởng .
"
neutral,"Sao các bác vẫn lăn_tăn nhỉ . Cuộc_gọi dù đến sim chính hay phụ thì cũng đều hiển_thị trên smw và bấm nghe bằng tai BLT kẹp trên áo . Muốn gọi lại thì chạm vào smw khi đó nó sẽ có 2 lựa_chọn : 1 - gọi từ sim trên smw , 2 - gọi từ sim chính thông_qua BLT . Danh_bạ và lịch_sử cuộc_gọi đồng_bộ nhau hết . Như_vậy mới đạt đến sự hoàn_hảo . Chứ còn chỉ BLT hoăvj Ko cần_thiết lắm mà dòng smw mới của LG nó lại fai tích_hợp . Còn bác còn em , sau_này kiểu gì các dòng smw cái nào cũng sẽ tích_hợp khe cắm thẻ sim .  
"
neutral,"bác cho mình hỏi , trên Apple_watch có trả lởi tin_nhắn bằng giọng nói tiếng_Việt được chưa ?
"
negative,"﻿Cập_Nhật tình_hình sau khi đi bảo_hành về bên logitech thông_báo chuột bình_thường khi kết_nối bluetooth với mac_air . Mình mang mac_pro ra ngoài svhouse kết_nối vs bluetooth con mv_anywerè_2 thì vẫn có hiện_tượng lag ... ... giờ mang về xài tạm chứ chả biết giải_quyết sao luôn . Tính làm cái mail gửi svhouse để hối_thúc bên logitech mà chả biết thế_nào ... . . mấy bạn xài mac_pro_10.11.3 kết_nối bluetooth thì bt à ? ? ? Chắc kiếm chuột khác cắm test thử xem sao quá .  
"
negative,"Oppo đang thổi giá sản_phẩm của mình quá tốt , với con CPU rẻ_tiền và 1 màn_hình 5.5 nhưng chỉ đạt độ_phân_giải HD nhưng bán với cái giá 6tr là quá đắt . Họ PR quá tốt sản_phẩm của mình
"
positive,"Smart phone dùng càng_ngày_càng sướng , và càng to ra . To dùng rất thích mỗi_tội phải mua thêm cái túi đeo
"
neutral,"Mình đồng_ý với bạn trên . Xbox mà không bán kèm với kinect thì sau_này sẽ không còn game kinect nữa  
"
negative,"Thất_vọng !
"
positive,"Bạn về quê rút cây_bút chọc chọc nửa ngày xem mấy người biết Note_5 là gì ? Trong khi rút 5s ra nghe gọi 2 phút ai cũng biết hàng Apple và khen sang thế , nghe rất sướng
"
negative,"﻿Giá chát rồi HTC ! như_vậy HTC viết tắt = Hết Thuốc Chữa ! ! ^ ^ . .
"
neutral,"em biết tin sắp ra miband_2 từ 2 tháng trc rồi , bác chăm đọc genk ý , ko em cũng tí thì mua 1s : v : v
"
positive,"Đây vốn là phong_cách riêng của BB . Hãy duy_trì và lấy đó làm điểm mạnh BB .
"
negative,"Ko anti hàng TQ nhưng mua con Oppo này là 1 sự lựa_chọn rất tồi , Camera trước 16mpx là 1 sự thừa_thải bởi_vì khi selfie chụp 1 lần cả chục tấm mà mỗi tấm từ 2 - 3 MB thì đảm_bảo mau hết bộ_nhớ_trong . 5 mpx để selfie là đủ rồi .
"
neutral,"Máy_tính ổ_cứng 320gb dùng k hết , ổ này chắc dùng cho doanh_nghiệp  
"
neutral,"Năm 2009 mua cái HDD_Seagate 160GB cũng mất 800K rồi .
"
negative,"Smw đầu_tiên phải là 1 cái đồng_hồ đúng nghĩa , đẹp sang , báo giờ 24/24 . Sau đó là nhỏ gọn , pin dùng 2,3 ngày báo có cuộc_gọi đến , lịch hẹn , hiển_thị được thông_báo và tin nhắn vậy thôi tham gì cho nó to_tổ_bố chức_năng thừa_thãi không hữu_dụng  
"
negative,"nó tăng nhiều tính_năng hơn bản_thân nó hồi trước thì nó cần tăng ram so với android chi cho nó mệt
"
negative,"﻿Năm 2013 mua con oppo_R1 tới gần 9tr mà cấu_hình lẫn tính_năng đều thua em này nhưng xải khá ổn . Mãi về sau pin mau tụt quá nên ko xài nữa . Từ hồi nghe mấy cái vụ TQ nên mình ko dùng và bỏ luôn oppo , nhưng phải nói_thẳng R1 khá ổn và đẹp thời_điểm đó .
"
negative,"Trước đọc tin xem ip phát_triển sao . H xem để biết ip xuống như nào : v
"
positive,"màu cam đẹp quá )  
"
neutral,"Đang dùng G500 và Anywhere_2 trong bài này . G500 thì bị lỗi double click nhưng BH 3 năm nên cũng đỡ . Anywhere_2 thì Logitech nói là đã cải_tiến cái nút , hy_vọng là ko bị nữa .
"
negative,""" Ai_Phôn_Sẽ Ế "" đúng hơn .
"
positive,"đẹp đấy ! ! ! ! ! ! ! !
"
positive,"Phải_chi giờ có cái đồng_hồ nào đo được đường_huyết trong máu thì tuyệt_vời , lỡ đang tập_thể_dục mà bị tuột đường_huyết nằm lăn ra đó P / s : Tích_hợp luôn khả_năng phát_hiện và bắt pokemon luôn cho hợp_thời .  
"
negative,"Bạn nói chuẩn . Không có gì đặc_biệt mà giá ngất_ngưởng .
"
negative,"các nước_lớn họ không có xài hàng TQ vì bảo_mật
"
positive,"Đúng là đẳng_cấp của chú Sam , chừng nào Note_7 ra mình sẽ lên_đời con Note_4 của Bx .
"
neutral,"Thế_hệ thứ 2 này đã thay micro switch giống trên M705 nên chắc bấm sẽ rất nhẹ . Còn cái micro_switch trên thế_hệ đầu bấm khá nặng .
"
neutral,"Nó có cây kim thụt ra thụt vô đâm bác lòi huyết thấy mợ luôn ) ) )  
"
positive,"Vote cho wiko_u_feel máy chạy nhanh . Cảm_biến vân mượt camera ổn . Sài được 2 tháng . Thấy ok lắm
"
neutral,"Được sử_dụng công_nghệ_cao thì thich thật , có_điều là chưa có điều_kiện để dùng  
"
positive,"Con_Obi xài hệ_điều_hành Cyanogen bảo_mật tốt hơn mấy con android trên .
"
negative,"﻿Con Anywhere_1 mình dùng bị double click cũng 3 lần rồi ... chán lắm  
"
positive,"Sam_sung đi đầu công_nghệ
"
positive,"Mỗi người một cảm_nhận . . Không thích thì đừng sài . . Mình vẫn thích tối_giản các phím bấm . . Và hài_lòng với thiết_kế hiện_tại .
"
negative,"S3 ! ! ! Thực_tế cầm thì khác hẳn , 102p cầm y_như kim_loại , s3 cầm thì y_như nhựa , đã có ngưòi chỉ dán nilong vào , 1 thời_gian bóc ra bay cả mảng . Chắc S3 nhiều tạp_chất hơn rồi  
"
positive,"hì ngon  
"
negative,"Mình thì ko thích em này tí nào , loa ngoài thì nhỏ mà có vấn_đề thì ở nhật mới cập_nhật đc nb , chụp ảnh thì lại pị chói sáng , nói_chung là ko kết . Hết  
"
positive,"Tôi dùng note_3 và cảm_thấy rất hài_lòng !
"
neutral,"Sao các bác vẫn lăn_tăn nhỉ . Cuộc_gọi dù đến sim chính hay phụ thì cũng đều hiển_thị trên smw và bấm nghe bằng tai BLT kẹp trên áo . Muốn gọi lại thì chạm vào smw khi đó nó sẽ có 2 lựa_chọn : 1 - gọi từ sim trên smw , 2 - gọi từ sim chính thông_qua BLT . Danh_bạ và lịch_sử cuộc_gọi đồng_bộ nhau hết . Như_vậy mới đạt đến sự hoàn_hảo . Chứ còn chỉ BLT hoặc chỉ Sim thì đơn_giản quá rồi . Ko bàn tới nữa  
"
neutral,"Bớt thoii hả bac . Mình thây so bluetooth với dùng pico unifying có khác j đâu . Bác thử ngắt wifi để bluetooth ko xem có khá hơn k .  
"
negative,"dag xài con cùi bắp 98k ... . pin trâu , mỗi_tội đánh liên_minh ức_chế đập hết 2 con  
"
positive,"review cho bác nào chưa mua là dùng rất ngon nhé , em mua tcs up rom xda xong pin hơn 1 tuần mới_phải sạc  
"
neutral,"Pin 36 tiếng thì ngày nào cũng phải sạc rồi .  
"
negative,"giá ok đó nđ là pin khá tệ , tốc_độ truy_xuất bộ_nhớ chậm dẫn đến việc cài và chạy ứng_dụng ko dc nhanh , cấu_hình thuộc mức tb - khá tuy_nhiên load web hay bị giựt và đơ nếu trang nặng , phím home cảm_ứng rất dễ bị chạm khi bỏ vào túi quần khiến màn_hình sáng - - - > hao pin , âm_thanh ra tai_nghe khá nhỏ , , chưa root dc và cẩn_thận đừng để bị lock pass sẽ ko hard reset dc , đem ra dv thì bị cao_thủ âm_binh chém mất vài xị đó )  
"
negative,"Màn_hình 2k chắc pin xài được nữa ngày .
"
neutral,"Cho mình hỏi chút : Cảm_giác rung khi có tin nhắn , mail ... có gì đặc_biệt không vậy bác ? Thấy_Apple quảng_cáo nghe có_vẻ rất hay .  
"
negative,"không cài thêm được game , không cắm được băng ... thế_thì mua làm_gì nhỉ , trong khi máy cũ vẫn có ng bán . hàng tầu thì tràn_lan . giả_lập thì luôn sẵn_sàng .  
"
negative,"sàm toàn đưa ra những tính_năng vừa sàm vừa vớ_vẩn .
"
positive,"Đẹp đoa chắc sẽ kiếm 1 e  
"
negative,"Táo luôn đi theo sau về công_nghệ
"
neutral,"cũng bt  
"
positive,"Note_7 hon han iphone_7 ay
"
positive,"Nên mua công_nghệ hay mua vật_liệu nhỉ ... LG công_nghệ_cao . . hình_ảnh màu_sắc thực như cuộc_sống ... . Tôi yêu TV_LG ...
"
neutral,"Cái này trong 1 topic khác mình đã nói rồi . Bản Sport là brushed stainless steel , nói nôm_na nó là mặt nhám và có phủ 1 lớp ion_hoá . Bản thường là polished stainless steel , tức_là mặt được gia_công bóng . Cái brushed vẫn xước nhưng khó thấy . Vấn_đề là xước cái này , nhất_là bị quá lớp ion_hoá thì ko sữa chữa được . Cái polished thì xước cực dễ , cái của mình cọ 1 phát vào cái đồng_hồ khác thì xước ngay . Nhưng polished thì đánh lại rất dễ . Nói_chung nó có xước , cái này chính_xác , nhưng với mình nó ko quá quan_trọng khi "" một đời mình mấy_đời nó "" và đánh lại cũng tự làm 5' là xong
"
negative,"Con lạy , kiểu_dáng nguyên_liệu thiết_kế đã y_chang , y tới cái lỗ loa lỗ mic lỗ jack cũng y_chang k muốn nói rồi , giờ tới màu mà cũng y chang_chang luôn , k bớt hay thêm đại 1 màu nào_đó cho đỡ mag tiếng , lộ quá z rồi sam fan lấy gì mà ăn_nói .
"
positive,"Note_2 của mình vẫn thấy ổn .
"
positive,"Nhìn camera như này là nhu_cầu tự sướng lại tăng cao ...
"
positive,"Giá quá chất . Không biết có bền không nhưng cấu_hình , kiểu giáng và giá_cả quá tốt .
"
neutral,"đa_phần các dịch_vụ bạn dùng đều k hỗ_trợ Việt_Nam , thiết_nghĩ giới_thiệu cho a e cái gì đó thiết_thực hơn  
"
negative,"﻿Cá_nhân tôi thấy zen rất tệ , tôi dùng 1 zen_5 và mua 1 zen2 cho bố và thật buồn là đều bị lỗi .
"
positive,"Cũng khá đẹp . Được_cái Pin trâu . Điểm yếu của các Smart_phone hiện_tại là Pin chưa đáp_ứng đc nhu_cầu của ng dùng mà . 16.000.000 VNĐ .  
"
negative,"xấu nhỉ
"
negative,"sao vẫn thế nhở
"
positive,"thiết_kế đẹp thật , đơn_giản mà đẹp  
"
negative,"Mong tin em , chứ thấy cái giá gần 19 củ mà congnghenhat nó báo thì quả_là chua quá . A đang xài Sh01g , cũng ko hài_lòng lắm về cái màn_hình của nó , chắc kỳ này chuyển lại qua fu xem sao .  
"
negative,"Ông Iphone phải chạy dài_dài mới theo kịp công_nghệ . Khổ_thân cho các fan cuồng Iphone ...
"
neutral,"mình ko thích đeo đồng_hồ nhưng nếu giá này chắc mua 1 cái đeo chơi vậy  
"
positive,"Sao nó đẹp thế hả trời ! ! ! nhìn góc nào cũng đẹp , sang_trọng hơn hẳn bọn Samsung  
"
negative,"﻿bác lên thử ios_9.3.1 xem nó phà phà dc ko ? bấm vào cài_đặt mà mãi một lúc nó mới vào dc .
"
positive,"Nó chỉ có 1 cái haptic vibration thôi bạn . Cái này nó rung rất hay , mình thấy phù_hợp với thiết_bị đeo vì nó ko giống bạn đặt 1 cái mô_tơ rung lên_tay mà nó tạo cảm_giác có ai đó gõ nhẹ vào tay . À nó 2 mức rung , mạnh và nhẹ . Nó có thêm chế_độ prominent haptic nữa ( mình không biết dịch ra tiếng Việt thế_nào )  
"
positive,"Mình vẫn đang dùng con Note2 thấy hài_lòng và chưa muốn đổi , tiền dư mình đi làm từ_thiện !
"
negative,"cho k lấy
"
positive,"Màu xanh Coral đẹp quá !
"
negative,"trừ scan thanh_toán ra thì những cái còn lại như vô_dụng , dùng smp dễ_chịu hơn , tự_dưng mang thêm cục tức trên người  
"
negative,"﻿Camera đuối nhé . Ở mức trung_bình khá thôi . Thua xa note_3 . Đang dùng 1020 chuyển qua con này thấy hơi thất_vọng . Wifi yếu . Bắt xa hơi kém . Còn gần thì nhanh như điện  
"
positive,"Đang dùng con VX_nano từ 2009 đến giờ chưa hỏng  
"
negative,"﻿Có_lẽ màn_hình tràn 2 cạnh ở Note_EDGE là phát_minh dở_hơi nhất của SS , kể từ đời nhà Tống . Nhưng lại còn dở_hơi nặng hơn_nữa , khi SS vẫn tự_hào về phát_minh này và tiếp_tục sử_dụng ở các phiên_bản tiếp_theo .
"
neutral,"App thì có tiếng_anh , k có_tiếng_việt nhưng cũng đơn_giản , bác saerch app_Hplus_watch bác nhé
"
positive,"thớt ở Mỹ nên hầu_như quẹt là xong , tuyệt  
"
neutral,"ý em là báo nội_dung ý . Như của i_5 chẳng_hạn
"
negative,"Chúc_mừng , cuối_cùng Ip cũng đã sánh_vai đc với đàn_anh Note3 và S5 rồi !
"
negative,"ôi cái giá . phân khúc tầm trung đây ư  
"
neutral,"Khuyên bác nào mua để tập thể_thao thì nên lựa những thằng chuyên_môn như misfit .  
"
